"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","LVA","Latvia","2017","2017",21.2,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","HUN","Hungary","2014","2014",19.6,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","HUN","Hungary","2015","2015",27.8,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","HUN","Hungary","2016","2016",28.3,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","HUN","Hungary","2017","2017",28.8,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","ZWE","Zimbabwe","2014","2014",6.5,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","IDN","Indonesia","2015","2015",18.1,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","IDN","Indonesia","2016","2016",21.8,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","IDN","Indonesia","2018","2018",23.2,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","FRA","France","2014","2014",73.1,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","FRA","France","2015","2015",55,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","FRA","France","2016","2016",53.6,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","ROU","Romania","2014","2014",4,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","ROU","Romania","2015","2015",12.2,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","ROU","Romania","2016","2016",11.8,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","SVN","Slovenia","2014","2014",57.6,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","SVN","Slovenia","2015","2015",52.8,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","SVN","Slovenia","2017","2017",59.2,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","HRV","Croatia","2014","2014",22.2,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","HRV","Croatia","2015","2015",39.9,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","HRV","Croatia","2016","2016",37.9,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","HRV","Croatia","2017","2017",33.3,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","CHE","Switzerland","2017","2017",65.2,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","CYP","Cyprus","2014","2014",28.8,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","CYP","Cyprus","2015","2015",22.8,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","CYP","Cyprus","2016","2016",27.4,,
"YADULT_PORCENTICTSKILL_CONNEC_M","Proportion of youth and adults who have connected and installed new devices, male (%)","ZWE","Zimbabwe","2014","2014",2.2,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","BEL","Belgium","2014","2014",72,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","BEL","Belgium","2016","2016",74.1,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","BEL","Belgium","2017","2017",70.5,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","CZE","Czechia","2017","2017",54.5,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","MEX","Mexico","2016","2016",29.6,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","MEX","Mexico","2017","2017",28.1,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","SWE","Sweden","2014","2014",58.7,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","SWE","Sweden","2015","2015",34.3,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","SWE","Sweden","2017","2017",51.4,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","AUT","Austria","2014","2014",68.4,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","AUT","Austria","2015","2015",59.6,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","AUT","Austria","2016","2016",60,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","AUT","Austria","2017","2017",61.5,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","DNK","Denmark","2014","2014",51.8,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","DNK","Denmark","2015","2015",60,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","DNK","Denmark","2016","2016",60,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","DNK","Denmark","2017","2017",54.7,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","SWE","Sweden","2014","2014",62,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","SWE","Sweden","2015","2015",49.9,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","SWE","Sweden","2017","2017",55.5,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","MLT","Malta","2014","2014",60,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","MLT","Malta","2015","2015",55,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","MLT","Malta","2016","2016",50.4,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","MLT","Malta","2017","2017",54.5,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","EST","Estonia","2014","2014",38.6,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","EST","Estonia","2015","2015",36.6,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","EST","Estonia","2016","2016",32.5,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","EST","Estonia","2017","2017",31.9,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","DNK","Denmark","2014","2014",75.5,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","DNK","Denmark","2015","2015",74,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","DNK","Denmark","2016","2016",71.8,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","DNK","Denmark","2017","2017",66.1,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","ITA","Italy","2014","2014",50.8,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","ITA","Italy","2015","2015",44.4,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","ITA","Italy","2016","2016",45.3,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","PRT","Portugal","2014","2014",64.4,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","PRT","Portugal","2015","2015",53.1,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","PRT","Portugal","2016","2016",52.3,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","PRT","Portugal","2017","2017",51.8,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","POL","Poland","2014","2014",53.3,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","POL","Poland","2015","2015",43.6,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","POL","Poland","2016","2016",48.5,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","POL","Poland","2017","2017",49.3,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","SRB","Serbia","2015","2015",15.9,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","SRB","Serbia","2016","2016",25.7,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","SRB","Serbia","2017","2017",22.3,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","ISL","Iceland","2014","2014",57.1,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","SVN","Slovenia","2014","2014",34.6,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","SVN","Slovenia","2015","2015",34.1,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","MKD","North Macedonia","2014","2014",15.8,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","MKD","North Macedonia","2015","2015",23.4,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","MKD","North Macedonia","2016","2016",21.5,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","GEO","Georgia","2016","2016",38.6,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","GEO","Georgia","2017","2017",36.8,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","ESP","Spain","2014","2014",65.2,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","ESP","Spain","2015","2015",60.5,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","ESP","Spain","2016","2016",59.6,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","IRN","Iran (Islamic Republic of)","2015","2015",7.6,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","IRN","Iran (Islamic Republic of)","2017","2017",10.1,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","SGP","Singapore","2014","2014",20.1,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","SGP","Singapore","2017","2017",34.3,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","ZWE","Zimbabwe","2014","2014",3.9,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","BGR","Bulgaria","2014","2014",10,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","BGR","Bulgaria","2016","2016",13.5,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","BGR","Bulgaria","2017","2017",14.6,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","TUR","Turkey","2016","2016",28.2,,
"YADULT_PORCENTICTSKILL_CREAT_M","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","TUR","Turkey","2017","2017",33.2,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","ZWE","Zimbabwe","2014","2014",2.3,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","BEL","Belgium","2014","2014",42.5,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","BEL","Belgium","2015","2015",42.5,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","BEL","Belgium","2016","2016",44.5,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","BEL","Belgium","2017","2017",44.4,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","ISL","Iceland","2014","2014",82.4,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","ITA","Italy","2015","2015",26.4,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","ITA","Italy","2016","2016",29.5,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","PRT","Portugal","2015","2015",38,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","PRT","Portugal","2016","2016",37.1,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","PRT","Portugal","2017","2017",41.5,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","JAM","Jamaica","2015","2015",8.1,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","JAM","Jamaica","2016","2016",6.9,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","CHE","Switzerland","2017","2017",66.8,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","IRN","Iran (Islamic Republic of)","2015","2015",2.2,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","IRN","Iran (Islamic Republic of)","2017","2017",7,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","GEO","Georgia","2016","2016",2.4,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","GEO","Georgia","2017","2017",1.7,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","SRB","Serbia","2016","2016",54.4,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","SRB","Serbia","2017","2017",57.9,,
"YADULT_PORCENTICTSKILL_CONNEC_M","Proportion of youth and adults who have connected and installed new devices, male (%)","SVK","Slovakia","2014","2014",50.1,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","ARE","United Arab Emirates","2016","2016",34.5,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","ARE","United Arab Emirates","2017","2017",36.2,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","IRL","Ireland","2015","2015",33.7,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","IRL","Ireland","2016","2016",37.6,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","DEU","Germany","2014","2014",48,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","DEU","Germany","2015","2015",38.1,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","DEU","Germany","2016","2016",37.7,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","NOR","Norway","2014","2014",73.8,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","NOR","Norway","2015","2015",62,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","NOR","Norway","2016","2016",54.3,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","NOR","Norway","2017","2017",58.4,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","BWA","Botswana","2014","2014",23.6,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","IRN","Iran (Islamic Republic of)","2015","2015",13.4,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","IRN","Iran (Islamic Republic of)","2017","2017",17.3,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","LUX","Luxembourg","2014","2014",62.6,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","LUX","Luxembourg","2015","2015",64.7,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","LUX","Luxembourg","2016","2016",68.3,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","LUX","Luxembourg","2017","2017",68.5,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","FRA","France","2014","2014",67.8,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","FRA","France","2015","2015",48.7,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","FRA","France","2016","2016",48.7,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","DEU","Germany","2014","2014",72.9,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","DEU","Germany","2015","2015",64.1,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","DEU","Germany","2016","2016",63.8,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","POL","Poland","2014","2014",20.2,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","POL","Poland","2015","2015",20.2,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","POL","Poland","2016","2016",25.1,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","POL","Poland","2017","2017",26.3,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","EGY","Egypt","2014","2014",0.6,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","EGY","Egypt","2015","2015",1.3,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","EGY","Egypt","2016","2016",24.6,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","MYS","Malaysia","2017","2017",50.6,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","EST","Estonia","2014","2014",37.2,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","EST","Estonia","2015","2015",37.2,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","EST","Estonia","2016","2016",34.9,,
"YADULT_PORCENTICTSKILL_CREAT_F","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","EST","Estonia","2017","2017",33,,
"YADULT_PORCENTICTSKILL_CONNEC_F","Proportion of youth and adults who have connected and installed new devices, female (%)","BGR","Bulgaria","2014","2014",15.6,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","JAM","Jamaica","2015","2015",3.9,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","JAM","Jamaica","2016","2016",5.3,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","QAT","Qatar","2015","2015",5.1,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","QAT","Qatar","2017","2017",6.1,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","IRN","Iran (Islamic Republic of)","2015","2015",1.2,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","IRN","Iran (Islamic Republic of)","2017","2017",1.3,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","BHR","Bahrain","2015","2015",54,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","BHR","Bahrain","2016","2016",56,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","BHR","Bahrain","2017","2017",61.9,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","EST","Estonia","2015","2015",37.6,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","EST","Estonia","2016","2016",37.7,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","EST","Estonia","2017","2017",45.2,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","EGY","Egypt","2014","2014",1.2,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","EGY","Egypt","2015","2015",0.5,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","EGY","Egypt","2016","2016",3.2,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","ISL","Iceland","2014","2014",69.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","JAM","Jamaica","2015","2015",9.3,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","JAM","Jamaica","2016","2016",8.4,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","DNK","Denmark","2014","2014",74.8,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","DNK","Denmark","2015","2015",69.8,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","DNK","Denmark","2016","2016",68.5,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","GEO","Georgia","2016","2016",26.2,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","GEO","Georgia","2017","2017",24,,
"YADULT_PORCENTICTSKILL_COPI_F","Proportion of youth and adults who have copied or moved a file or folder, female (%)","CHE","Switzerland","2017","2017",58.3,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","ZWE","Zimbabwe","2014","2014",4.3,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","SDN","Sudan","2016","2016",1.6,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","IDN","Indonesia","2015","2015",48.2,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","IDN","Indonesia","2016","2016",56.6,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","IDN","Indonesia","2018","2018",15.9,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","GRC","Greece","2014","2014",51.6,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","GRC","Greece","2015","2015",46.7,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","GRC","Greece","2016","2016",51.8,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","SGP","Singapore","2014","2014",45.5,,
"YADULT_PORCENTICTSKILL_COPI_M","Proportion of youth and adults who have copied or moved a file or folder, male (%)","SGP","Singapore","2017","2017",57.1,,
"YADULT_PORCENTICTSKILL_CONNEC_F","Proportion of youth and adults who have connected and installed new devices, female (%)","AZE","Azerbaijan","2017","2017",13.8,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","ABW","Aruba","2017","2017",52,,
